City,Description,Temperature (F),Feels Like (F),Minimun Temp (F),Maximum Temp (F),Pressure,Humidty,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Bangkok,light rain,80.34800000000003,79.46600000000001,76.892,82.90400000000005,1008,31,3.48,2023-09-27 22:24:41,2023-09-27 06:07:06,2023-09-27 18:11:11
